0023_20E3	keycap: #
1F471_1F3FF_200D_2642	man: dark skin tone, blond hair
1F472_1F3FB	person with skullcap: light skin tone
1F472_1F3FC	person with skullcap: medium-light skin tone
1F472_1F3FD	person with skullcap: medium skin tone
1F472_1F3FE	person with skullcap: medium-dark skin tone
1F472_1F3FF	person with skullcap: dark skin tone
1F473_200D_2640	woman wearing turban
1F473_200D_2642	man wearing turban
1F473_1F3FB	person wearing turban: light skin tone
1F473_1F3FB_200D_2640	woman wearing turban: light skin tone
1F473_1F3FB_200D_2642	man wearing turban: light skin tone
1F473_1F3FC	person wearing turban: medium-light skin tone
1F473_1F3FC_200D_2640	woman wearing turban: medium-light skin tone
1F473_1F3FC_200D_2642	man wearing turban: medium-light skin tone
1F473_1F3FD	person wearing turban: medium skin tone
1F473_1F3FD_200D_2640	woman wearing turban: medium skin tone
1F473_1F3FD_200D_2642	man wearing turban: medium skin tone
1F473_1F3FE	person wearing turban: medium-dark skin tone
1F473_1F3FE_200D_2640	woman wearing turban: medium-dark skin tone
1F473_1F3FE_200D_2642	man wearing turban: medium-dark skin tone
1F473_1F3FF	person wearing turban: dark skin tone
1F473_1F3FF_200D_2640	woman wearing turban: dark skin tone
1F473_1F3FF_200D_2642	man wearing turban: dark skin tone
1F474_1F3FB	old man: light skin tone
1F474_1F3FC	old man: medium-light skin tone
1F474_1F3FD	old man: medium skin tone
1F474_1F3FE	old man: medium-dark skin tone
1F474_1F3FF	old man: dark skin tone
1F475_1F3FB	old woman: light skin tone
1F475_1F3FC	old woman: medium-light skin tone
1F475_1F3FD	old woman: medium skin tone
1F475_1F3FE	old woman: medium-dark skin tone
1F475_1F3FF	old woman: dark skin tone
1F476_1F3FB	baby: light skin tone
1F476_1F3FC	baby: medium-light skin tone
1F476_1F3FD	baby: medium skin tone
1F476_1F3FE	baby: medium-dark skin tone
1F476_1F3FF	baby: dark skin tone
1F477_200D_2640	woman construction worker
1F477_200D_2642	man construction worker
1F477_1F3FB	construction worker: light skin tone
1F477_1F3FB_200D_2640	woman construction worker: light skin tone
1F477_1F3FB_200D_2642	man construction worker: light skin tone
1F477_1F3FC	construction worker: medium-light skin tone
1F477_1F3FC_200D_2640	woman construction worker: medium-light skin tone
1F477_1F3FC_200D_2642	man construction worker: medium-light skin tone
1F477_1F3FD	construction worker: medium skin tone
1F477_1F3FD_200D_2640	woman construction worker: medium skin tone
1F477_1F3FD_200D_2642	man construction worker: medium skin tone
1F477_1F3FE	construction worker: medium-dark skin tone
1F477_1F3FE_200D_2640	woman construction worker: medium-dark skin tone
1F477_1F3FE_200D_2642	man construction worker: medium-dark skin tone
1F477_1F3FF	construction worker: dark skin tone
1F477_1F3FF_200D_2640	woman construction worker: dark skin tone
1F477_1F3FF_200D_2642	man construction worker: dark skin tone
1F478_1F3FB	princess: light skin tone
1F478_1F3FC	princess: medium-light skin tone
1F478_1F3FD	princess: medium skin tone
1F478_1F3FE	princess: medium-dark skin tone
1F478_1F3FF	princess: dark skin tone
1F47C_1F3FB	baby angel: light skin tone
1F47C_1F3FC	baby angel: medium-light skin tone
1F47C_1F3FD	baby angel: medium skin tone
1F47C_1F3FE	baby angel: medium-dark skin tone
1F47C_1F3FF	baby angel: dark skin tone
1F481_200D_2640	woman tipping hand
1F481_200D_2642	man tipping hand
1F481_1F3FB	person tipping hand: light skin tone
1F481_1F3FB_200D_2640	woman tipping hand: light skin tone
1F481_1F3FB_200D_2642	man tipping hand: light skin tone
1F481_1F3FC	person tipping hand: medium-light skin tone
1F481_1F3FC_200D_2640	woman tipping hand: medium-light skin tone
1F481_1F3FC_200D_2642	man tipping hand: medium-light skin tone
1F481_1F3FD	person tipping hand: medium skin tone
1F481_1F3FD_200D_2640	woman tipping hand: medium skin tone
1F481_1F3FD_200D_2642	man tipping hand: medium skin tone
1F481_1F3FE	person tipping hand: medium-dark skin tone
1F481_1F3FE_200D_2640	woman tipping hand: medium-dark skin tone
1F481_1F3FE_200D_2642	man tipping hand: medium-dark skin tone
1F481_1F3FF	person tipping hand: dark skin tone
1F481_1F3FF_200D_2640	woman tipping hand: dark skin tone
1F481_1F3FF_200D_2642	man tipping hand: dark skin tone
1F482_200D_2640	woman guard
1F482_200D_2642	man guard
1F482_1F3FB	guard: light skin tone
1F482_1F3FB_200D_2640	woman guard: light skin tone
1F482_1F3FB_200D_2642	man guard: light skin tone
1F482_1F3FC	guard: medium-light skin tone
1F482_1F3FC_200D_2640	woman guard: medium-light skin tone
1F482_1F3FC_200D_2642	man guard: medium-light skin tone
1F482_1F3FD	guard: medium skin tone
1F482_1F3FD_200D_2640	woman guard: medium skin tone
1F482_1F3FD_200D_2642	man guard: medium skin tone
1F482_1F3FE	guard: medium-dark skin tone
1F482_1F3FE_200D_2640	woman guard: medium-dark skin tone
1F482_1F3FE_200D_2642	man guard: medium-dark skin tone
1F482_1F3FF	guard: dark skin tone
1F482_1F3FF_200D_2640	woman guard: dark skin tone
1F482_1F3FF_200D_2642	man guard: dark skin tone
1F483_1F3FB	woman dancing: light skin tone
1F483_1F3FC	woman dancing: medium-light skin tone
1F483_1F3FD	woman dancing: medium skin tone
1F483_1F3FE	woman dancing: medium-dark skin tone
1F483_1F3FF	woman dancing: dark skin tone
1F485_1F3FB	nail polish: light skin tone
1F485_1F3FC	nail polish: medium-light skin tone
1F485_1F3FD	nail polish: medium skin tone
1F485_1F3FE	nail polish: medium-dark skin tone
1F485_1F3FF	nail polish: dark skin tone
1F486_200D_2640	woman getting massage
1F486_200D_2642	man getting massage
1F486_1F3FB	person getting massage: light skin tone
1F486_1F3FB_200D_2640	woman getting massage: light skin tone
1F486_1F3FB_200D_2642	man getting massage: light skin tone
1F486_1F3FC	person getting massage: medium-light skin tone
1F486_1F3FC_200D_2640	woman getting massage: medium-light skin tone
1F486_1F3FC_200D_2642	man getting massage: medium-light skin tone
1F486_1F3FD	person getting massage: medium skin tone
1F486_1F3FD_200D_2640	woman getting massage: medium skin tone
1F486_1F3FD_200D_2642	man getting massage: medium skin tone
1F486_1F3FE	person getting massage: medium-dark skin tone
1F486_1F3FE_200D_2640	woman getting massage: medium-dark skin tone
1F486_1F3FE_200D_2642	man getting massage: medium-dark skin tone
1F486_1F3FF	person getting massage: dark skin tone
1F486_1F3FF_200D_2640	woman getting massage: dark skin tone
1F486_1F3FF_200D_2642	man getting massage: dark skin tone
1F487_200D_2640	woman getting haircut
1F487_200D_2642	man getting haircut
1F487_1F3FB	person getting haircut: light skin tone
1F487_1F3FB_200D_2640	woman getting haircut: light skin tone
1F487_1F3FB_200D_2642	man getting haircut: light skin tone
1F487_1F3FC	person getting haircut: medium-light skin tone
1F487_1F3FC_200D_2640	woman getting haircut: medium-light skin tone
1F487_1F3FC_200D_2642	man getting haircut: medium-light skin tone
1F487_1F3FD	person getting haircut: medium skin tone
1F487_1F3FD_200D_2640	woman getting haircut: medium skin tone
1F487_1F3FD_200D_2642	man getting haircut: medium skin tone
1F487_1F3FE	person getting haircut: medium-dark skin tone
1F487_1F3FE_200D_2640	woman getting haircut: medium-dark skin tone
1F487_1F3FE_200D_2642	man getting haircut: medium-dark skin tone
1F487_1F3FF	person getting haircut: dark skin tone
1F487_1F3FF_200D_2640	woman getting haircut: dark skin tone
1F487_1F3FF_200D_2642	man getting haircut: dark skin tone
1F48F_1F3FB	kiss: light skin tone
1F48F_1F3FC	kiss: medium-light skin tone
1F48F_1F3FD	kiss: medium skin tone
1F48F_1F3FE	kiss: medium-dark skin tone
1F48F_1F3FF	kiss: dark skin tone
1F491_1F3FB	couple with heart: light skin tone
1F491_1F3FC	couple with heart: medium-light skin tone
1F491_1F3FD	couple with heart: medium skin tone
1F491_1F3FE	couple with heart: medium-dark skin tone
1F491_1F3FF	couple with heart: dark skin tone
1F4AA_1F3FB	flexed biceps: light skin tone
1F4AA_1F3FC	flexed biceps: medium-light skin tone
1F4AA_1F3FD	flexed biceps: medium skin tone
1F4AA_1F3FE	flexed biceps: medium-dark skin tone
1F4AA_1F3FF	flexed biceps: dark skin tone
1F574_1F3FB	person in suit levitating: light skin tone
1F574_1F3FC	person in suit levitating: medium-light skin tone
1F574_1F3FD	person in suit levitating: medium skin tone
1F574_1F3FE	person in suit levitating: medium-dark skin tone
1F574_1F3FF	person in suit levitating: dark skin tone
1F575_200D_2640	woman detective
1F575_200D_2642	man detective
1F575_1F3FB	detective: light skin tone
1F575_1F3FB_200D_2640	woman detective: light skin tone
1F575_1F3FB_200D_2642	man detective: light skin tone
1F575_1F3FC	detective: medium-light skin tone
1F575_1F3FC_200D_2640	woman detective: medium-light skin tone
1F575_1F3FC_200D_2642	man detective: medium-light skin tone
1F575_1F3FD	detective: medium skin tone
1F575_1F3FD_200D_2640	woman detective: medium skin tone
1F575_1F3FD_200D_2642	man detective: medium skin tone
1F575_1F3FE	detective: medium-dark skin tone
1F575_1F3FE_200D_2640	woman detective: medium-dark skin tone
1F575_1F3FE_200D_2642	man detective: medium-dark skin tone
1F575_1F3FF	detective: dark skin tone
1F575_1F3FF_200D_2640	woman detective: dark skin tone
1F575_1F3FF_200D_2642	man detective: dark skin tone
1F57A_1F3FB	man dancing: light skin tone
1F57A_1F3FC	man dancing: medium-light skin tone
1F57A_1F3FD	man dancing: medium skin tone
1F57A_1F3FE	man dancing: medium-dark skin tone
1F57A_1F3FF	man dancing: dark skin tone
1F590_1F3FB	hand with fingers splayed: light skin tone
1F590_1F3FC	hand with fingers splayed: medium-light skin tone
1F590_1F3FD	hand with fingers splayed: medium skin tone
1F590_1F3FE	hand with fingers splayed: medium-dark skin tone
1F590_1F3FF	hand with fingers splayed: dark skin tone
1F595_1F3FB	middle finger: light skin tone
1F595_1F3FC	middle finger: medium-light skin tone
1F595_1F3FD	middle finger: medium skin tone
1F595_1F3FE	middle finger: medium-dark skin tone
1F595_1F3FF	middle finger: dark skin tone
1F596_1F3FB	vulcan salute: light skin tone
1F596_1F3FC	vulcan salute: medium-light skin tone
1F596_1F3FD	vulcan salute: medium skin tone
1F596_1F3FE	vulcan salute: medium-dark skin tone
1F596_1F3FF	vulcan salute: dark skin tone
1F62E_200D_1F4A8	face exhaling
1F635_200D_1F4AB	face with spiral eyes
1F636_200D_1F32B	face in clouds
1F642_200D_2194	head shaking horizontally
1F642_200D_2195	head shaking vertically
1F645_200D_2640	woman gesturing NO
1F645_200D_2642	man gesturing NO
1F645_1F3FB	person gesturing NO: light skin tone
1F645_1F3FB_200D_2640	woman gesturing NO: light skin tone
1F645_1F3FB_200D_2642	man gesturing NO: light skin tone
1F645_1F3FC	person gesturing NO: medium-light skin tone
1F645_1F3FC_200D_2640	woman gesturing NO: medium-light skin tone
1F645_1F3FC_200D_2642	man gesturing NO: medium-light skin tone
1F645_1F3FD	person gesturing NO: medium skin tone
1F645_1F3FD_200D_2640	woman gesturing NO: medium skin tone
1F645_1F3FD_200D_2642	man gesturing NO: medium skin tone
1F645_1F3FE	person gesturing NO: medium-dark skin tone
1F645_1F3FE_200D_2640	woman gesturing NO: medium-dark skin tone
1F645_1F3FE_200D_2642	man gesturing NO: medium-dark skin tone
1F645_1F3FF	person gesturing NO: dark skin tone
1F645_1F3FF_200D_2640	woman gesturing NO: dark skin tone
1F645_1F3FF_200D_2642	man gesturing NO: dark skin tone
1F646_200D_2640	woman gesturing OK
1F646_200D_2642	man gesturing OK
1F646_1F3FB	person gesturing OK: light skin tone
1F646_1F3FB_200D_2640	woman gesturing OK: light skin tone
1F646_1F3FB_200D_2642	man gesturing OK: light skin tone
1F646_1F3FC	person gesturing OK: medium-light skin tone
1F646_1F3FC_200D_2640	woman gesturing OK: medium-light skin tone
1F646_1F3FC_200D_2642	man gesturing OK: medium-light skin tone
1F646_1F3FD	person gesturing OK: medium skin tone
1F646_1F3FD_200D_2640	woman gesturing OK: medium skin tone
1F646_1F3FD_200D_2642	man gesturing OK: medium skin tone
1F646_1F3FE	person gesturing OK: medium-dark skin tone
1F646_1F3FE_200D_2640	woman gesturing OK: medium-dark skin tone
1F646_1F3FE_200D_2642	man gesturing OK: medium-dark skin tone
1F646_1F3FF	person gesturing OK: dark skin tone
1F646_1F3FF_200D_2640	woman gesturing OK: dark skin tone
1F646_1F3FF_200D_2642	man gesturing OK: dark skin tone
1F647_200D_2640	woman bowing
1F647_200D_2642	man bowing
1F647_1F3FB	person bowing: light skin tone
1F647_1F3FB_200D_2640	woman bowing: light skin tone
1F647_1F3FB_200D_2642	man bowing: light skin tone
1F647_1F3FC	person bowing: medium-light skin tone
1F647_1F3FC_200D_2640	woman bowing: medium-light skin tone
1F647_1F3FC_200D_2642	man bowing: medium-light skin tone
1F647_1F3FD	person bowing: medium skin tone
1F647_1F3FD_200D_2640	woman bowing: medium skin tone
1F647_1F3FD_200D_2642	man bowing: medium skin tone
1F647_1F3FE	person bowing: medium-dark skin tone
1F647_1F3FE_200D_2640	woman bowing: medium-dark skin tone
1F647_1F3FE_200D_2642	man bowing: medium-dark skin tone
1F647_1F3FF	person bowing: dark skin tone
1F647_1F3FF_200D_2640	woman bowing: dark skin tone
1F647_1F3FF_200D_2642	man bowing: dark skin tone
1F64B_200D_2640	woman raising hand
1F64B_200D_2642	man raising hand
1F64B_1F3FB	person raising hand: light skin tone
1F64B_1F3FB_200D_2640	woman raising hand: light skin tone
1F64B_1F3FB_200D_2642	man raising hand: light skin tone
1F64B_1F3FC	person raising hand: medium-light skin tone
1F64B_1F3FC_200D_2640	woman raising hand: medium-light skin tone
1F64B_1F3FC_200D_2642	man raising hand: medium-light skin tone
1F64B_1F3FD	person raising hand: medium skin tone
1F64B_1F3FD_200D_2640	woman raising hand: medium skin tone
1F64B_1F3FD_200D_2642	man raising hand: medium skin tone
1F64B_1F3FE	person raising hand: medium-dark skin tone
1F64B_1F3FE_200D_2640	woman raising hand: medium-dark skin tone
1F64B_1F3FE_200D_2642	man raising hand: medium-dark skin tone
1F64B_1F3FF	person raising hand: dark skin tone
1F64B_1F3FF_200D_2640	woman raising hand: dark skin tone
1F64B_1F3FF_200D_2642	man raising hand: dark skin tone
1F64C_1F3FB	raising hands: light skin tone
1F64C_1F3FC	raising hands: medium-light skin tone
1F64C_1F3FD	raising hands: medium skin tone
1F64C_1F3FE	raising hands: medium-dark skin tone
1F64C_1F3FF	raising hands: dark skin tone
1F64D_200D_2640	woman frowning
1F64D_200D_2642	man frowning
1F64D_1F3FB	person frowning: light skin tone
1F64D_1F3FB_200D_2640	woman frowning: light skin tone
1F64D_1F3FB_200D_2642	man frowning: light skin tone
1F64D_1F3FC	person frowning: medium-light skin tone
1F64D_1F3FC_200D_2640	woman frowning: medium-light skin tone
1F64D_1F3FC_200D_2642	man frowning: medium-light skin tone
1F64D_1F3FD	person frowning: medium skin tone
1F64D_1F3FD_200D_2640	woman frowning: medium skin tone
1F64D_1F3FD_200D_2642	man frowning: medium skin tone
1F64D_1F3FE	person frowning: medium-dark skin tone
1F64D_1F3FE_200D_2640	woman frowning: medium-dark skin tone
1F64D_1F3FE_200D_2642	man frowning: medium-dark skin tone
1F64D_1F3FF	person frowning: dark skin tone
1F64D_1F3FF_200D_2640	woman frowning: dark skin tone
1F64D_1F3FF_200D_2642	man frowning: dark skin tone
1F64E_200D_2640	woman pouting
1F64E_200D_2642	man pouting
1F64E_1F3FB	person pouting: light skin tone
1F64E_1F3FB_200D_2640	woman pouting: light skin tone
1F64E_1F3FB_200D_2642	man pouting: light skin tone
1F64E_1F3FC	person pouting: medium-light skin tone
1F64E_1F3FC_200D_2640	woman pouting: medium-light skin tone
1F64E_1F3FC_200D_2642	man pouting: medium-light skin tone
1F64E_1F3FD	person pouting: medium skin tone
1F64E_1F3FD_200D_2640	woman pouting: medium skin tone
1F64E_1F3FD_200D_2642	man pouting: medium skin tone
1F64E_1F3FE	person pouting: medium-dark skin tone
1F64E_1F3FE_200D_2640	woman pouting: medium-dark skin tone
1F64E_1F3FE_200D_2642	man pouting: medium-dark skin tone
1F64E_1F3FF	person pouting: dark skin tone
1F64E_1F3FF_200D_2640	woman pouting: dark skin tone
1F64E_1F3FF_200D_2642	man pouting: dark skin tone
1F64F_1F3FB	folded hands: light skin tone
1F64F_1F3FC	folded hands: medium-light skin tone
1F64F_1F3FD	folded hands: medium skin tone
1F64F_1F3FE	folded hands: medium-dark skin tone
1F64F_1F3FF	folded hands: dark skin tone
1F6A3_200D_2640	woman rowing boat
1F6A3_200D_2642	man rowing boat
1F6A3_1F3FB	person rowing boat: light skin tone
1F6A3_1F3FB_200D_2640	woman rowing boat: light skin tone
1F6A3_1F3FB_200D_2642	man rowing boat: light skin tone
1F6A3_1F3FC	person rowing boat: medium-light skin tone
1F6A3_1F3FC_200D_2640	woman rowing boat: medium-light skin tone
1F6A3_1F3FC_200D_2642	man rowing boat: medium-light skin tone
1F6A3_1F3FD	person rowing boat: medium skin tone
1F6A3_1F3FD_200D_2640	woman rowing boat: medium skin tone
1F6A3_1F3FD_200D_2642	man rowing boat: medium skin tone
1F6A3_1F3FE	person rowing boat: medium-dark skin tone
1F6A3_1F3FE_200D_2640	woman rowing boat: medium-dark skin tone
1F6A3_1F3FE_200D_2642	man rowing boat: medium-dark skin tone
1F6A3_1F3FF	person rowing boat: dark skin tone
1F6A3_1F3FF_200D_2640	woman rowing boat: dark skin tone
1F6A3_1F3FF_200D_2642	man rowing boat: dark skin tone
1F6B4_200D_2640	woman biking
1F6B4_200D_2642	man biking
1F6B4_1F3FB	person biking: light skin tone
1F6B4_1F3FB_200D_2640	woman biking: light skin tone
1F6B4_1F3FB_200D_2642	man biking: light skin tone
1F6B4_1F3FC	person biking: medium-light skin tone
1F6B4_1F3FC_200D_2640	woman biking: medium-light skin tone
1F6B4_1F3FC_200D_2642	man biking: medium-light skin tone
1F6B4_1F3FD	person biking: medium skin tone
1F6B4_1F3FD_200D_2640	woman biking: medium skin tone
1F6B4_1F3FD_200D_2642	man biking: medium skin tone
1F6B4_1F3FE	person biking: medium-dark skin tone
1F6B4_1F3FE_200D_2640	woman biking: medium-dark skin tone
1F6B4_1F3FE_200D_2642	man biking: medium-dark skin tone
1F6B4_1F3FF	person biking: dark skin tone
1F6B4_1F3FF_200D_2640	woman biking: dark skin tone
1F6B4_1F3FF_200D_2642	man biking: dark skin tone
1F6B5_200D_2640	woman mountain biking
1F6B5_200D_2642	man mountain biking
1F6B5_1F3FB	person mountain biking: light skin tone
1F6B5_1F3FB_200D_2640	woman mountain biking: light skin tone
1F6B5_1F3FB_200D_2642	man mountain biking: light skin tone
1F6B5_1F3FC	person mountain biking: medium-light skin tone
1F6B5_1F3FC_200D_2640	woman mountain biking: medium-light skin tone
1F6B5_1F3FC_200D_2642	man mountain biking: medium-light skin tone
1F6B5_1F3FD	person mountain biking: medium skin tone
1F6B5_1F3FD_200D_2640	woman mountain biking: medium skin tone
1F6B5_1F3FD_200D_2642	man mountain biking: medium skin tone
1F6B5_1F3FE	person mountain biking: medium-dark skin tone
1F6B5_1F3FE_200D_2640	woman mountain biking: medium-dark skin tone
1F6B5_1F3FE_200D_2642	man mountain biking: medium-dark skin tone
1F6B5_1F3FF	person mountain biking: dark skin tone
1F6B5_1F3FF_200D_2640	woman mountain biking: dark skin tone
1F6B5_1F3FF_200D_2642	man mountain biking: dark skin tone
1F6B6_200D_2640	woman walking
1F6B6_200D_2640_200D_27A1	woman walking: facing right
1F6B6_200D_2642	man walking
1F6B6_200D_2642_200D_27A1	man walking: facing right
1F6B6_200D_27A1	person walking: facing right
1F6B6_1F3FB	person walking: light skin tone
1F6B6_1F3FB_200D_2640	woman walking: light skin tone
1F6B6_1F3FB_200D_2640_200D_27A1	woman walking: light skin tone, facing right
1F6B6_1F3FB_200D_2642	man walking: light skin tone
1F6B6_1F3FB_200D_2642_200D_27A1	man walking: light skin tone, facing right
1F6B6_1F3FB_200D_27A1	person walking: light skin tone, facing right
1F6B6_1F3FC	person walking: medium-light skin tone
1F6B6_1F3FC_200D_2640	woman walking: medium-light skin tone
1F6B6_1F3FC_200D_2640_200D_27A1	woman walking: medium-light skin tone, facing right
1F6B6_1F3FC_200D_2642	man walking: medium-light skin tone
1F6B6_1F3FC_200D_2642_200D_27A1	man walking: medium-light skin tone, facing right
1F6B6_1F3FC_200D_27A1	person walking: medium-light skin tone, facing right
1F6B6_1F3FD	person walking: medium skin tone
1F6B6_1F3FD_200D_2640	woman walking: medium skin tone
1F6B6_1F3FD_200D_2640_200D_27A1	woman walking: medium skin tone, facing right
1F6B6_1F3FD_200D_2642	man walking: medium skin tone
1F6B6_1F3FD_200D_2642_200D_27A1	man walking: medium skin tone, facing right
1F6B6_1F3FD_200D_27A1	person walking: medium skin tone, facing right
1F6B6_1F3FE	person walking: medium-dark skin tone
1F6B6_1F3FE_200D_2640	woman walking: medium-dark skin tone
1F6B6_1F3FE_200D_2640_200D_27A1	woman walking: medium-dark skin tone, facing right
1F6B6_1F3FE_200D_2642	man walking: medium-dark skin tone
1F6B6_1F3FE_200D_2642_200D_27A1	man walking: medium-dark skin tone, facing right
1F6B6_1F3FE_200D_27A1	person walking: medium-dark skin tone, facing right
1F6B6_1F3FF	person walking: dark skin tone
1F6B6_1F3FF_200D_2640	woman walking: dark skin tone
1F6B6_1F3FF_200D_2640_200D_27A1	woman walking: dark skin tone, facing right
1F6B6_1F3FF_200D_2642	man walking: dark skin tone
1F6B6_1F3FF_200D_2642_200D_27A1	man walking: dark skin tone, facing right
1F6B6_1F3FF_200D_27A1	person walking: dark skin tone, facing right
1F6C0_1F3FB	person taking bath: light skin tone
1F6C0_1F3FC	person taking bath: medium-light skin tone
1F6C0_1F3FD	person taking bath: medium skin tone
1F6C0_1F3FE	person taking bath: medium-dark skin tone
1F6C0_1F3FF	person taking bath: dark skin tone
1F6CC_1F3FB	person in bed: light skin tone
1F6CC_1F3FC	person in bed: medium-light skin tone
1F6CC_1F3FD	person in bed: medium skin tone
1F6CC_1F3FE	person in bed: medium-dark skin tone
1F6CC_1F3FF	person in bed: dark skin tone
1F90C_1F3FB	pinched fingers: light skin tone
1F90C_1F3FC	pinched fingers: medium-light skin tone
1F90C_1F3FD	pinched fingers: medium skin tone
1F90C_1F3FE	pinched fingers: medium-dark skin tone
1F90C_1F3FF	pinched fingers: dark skin tone
1F90F_1F3FB	pinching hand: light skin tone
1F90F_1F3FC	pinching hand: medium-light skin tone
1F90F_1F3FD	pinching hand: medium skin tone
1F90F_1F3FE	pinching hand: medium-dark skin tone
1F90F_1F3FF	pinching hand: dark skin tone
1F918_1F3FB	sign of the horns: light skin tone
1F918_1F3FC	sign of the horns: medium-light skin tone
1F918_1F3FD	sign of the horns: medium skin tone
1F918_1F3FE	sign of the horns: medium-dark skin tone
1F918_1F3FF	sign of the horns: dark skin tone
1F919_1F3FB	call me hand: light skin tone
1F919_1F3FC	call me hand: medium-light skin tone
1F919_1F3FD	call me hand: medium skin tone
1F919_1F3FE	call me hand: medium-dark skin tone
1F919_1F3FF	call me hand: dark skin tone
1F91A_1F3FB	raised back of hand: light skin tone
1F91A_1F3FC	raised back of hand: medium-light skin tone
1F91A_1F3FD	raised back of hand: medium skin tone
1F91A_1F3FE	raised back of hand: medium-dark skin tone
1F91A_1F3FF	raised back of hand: dark skin tone
1F91B_1F3FB	left-facing fist: light skin tone
1F91B_1F3FC	left-facing fist: medium-light skin tone
1F91B_1F3FD	left-facing fist: medium skin tone
1F91B_1F3FE	left-facing fist: medium-dark skin tone
1F91B_1F3FF	left-facing fist: dark skin tone
1F91C_1F3FB	right-facing fist: light skin tone
1F91C_1F3FC	right-facing fist: medium-light skin tone
1F91C_1F3FD	right-facing fist: medium skin tone
1F91C_1F3FE	right-facing fist: medium-dark skin tone
1F91C_1F3FF	right-facing fist: dark skin tone
1F91D_1F3FB	handshake: light skin tone
1F91D_1F3FC	handshake: medium-light skin tone
1F91D_1F3FD	handshake: medium skin tone
1F91D_1F3FE	handshake: medium-dark skin tone
1F91D_1F3FF	handshake: dark skin tone
1F91E_1F3FB	crossed fingers: light skin tone
1F91E_1F3FC	crossed fingers: medium-light skin tone
1F91E_1F3FD	crossed fingers: medium skin tone
1F91E_1F3FE	crossed fingers: medium-dark skin tone
1F91E_1F3FF	crossed fingers: dark skin tone
1F91F_1F3FB	love-you gesture: light skin tone
1F91F_1F3FC	love-you gesture: medium-light skin tone
1F91F_1F3FD	love-you gesture: medium skin tone
1F91F_1F3FE	love-you gesture: medium-dark skin tone
1F91F_1F3FF	love-you gesture: dark skin tone
1F926_200D_2640	woman facepalming
1F926_200D_2642	man facepalming
1F926_1F3FB	person facepalming: light skin tone
1F926_1F3FB_200D_2640	woman facepalming: light skin tone
1F926_1F3FB_200D_2642	man facepalming: light skin tone
1F926_1F3FC	person facepalming: medium-light skin tone
1F926_1F3FC_200D_2640	woman facepalming: medium-light skin tone
1F926_1F3FC_200D_2642	man facepalming: medium-light skin tone
1F926_1F3FD	person facepalming: medium skin tone
1F926_1F3FD_200D_2640	woman facepalming: medium skin tone
1F926_1F3FD_200D_2642	man facepalming: medium skin tone
1F926_1F3FE	person facepalming: medium-dark skin tone
1F926_1F3FE_200D_2640	woman facepalming: medium-dark skin tone
1F926_1F3FE_200D_2642	man facepalming: medium-dark skin tone
1F926_1F3FF	person facepalming: dark skin tone
1F926_1F3FF_200D_2640	woman facepalming: dark skin tone
1F926_1F3FF_200D_2642	man facepalming: dark skin tone
1F930_1F3FB	pregnant woman: light skin tone
1F930_1F3FC	pregnant woman: medium-light skin tone
1F930_1F3FD	pregnant woman: medium skin tone
1F930_1F3FE	pregnant woman: medium-dark skin tone
1F930_1F3FF	pregnant woman: dark skin tone
1F931_1F3FB	breast-feeding: light skin tone
1F931_1F3FC	breast-feeding: medium-light skin tone
1F931_1F3FD	breast-feeding: medium skin tone
1F931_1F3FE	breast-feeding: medium-dark skin tone
1F931_1F3FF	breast-feeding: dark skin tone
1F932_1F3FB	palms up together: light skin tone
1F932_1F3FC	palms up together: medium-light skin tone
1F932_1F3FD	palms up together: medium skin tone
1F932_1F3FE	palms up together: medium-dark skin tone
1F932_1F3FF	palms up together: dark skin tone
1F933_1F3FB	selfie: light skin tone
1F933_1F3FC	selfie: medium-light skin tone
1F933_1F3FD	selfie: medium skin tone
1F933_1F3FE	selfie: medium-dark skin tone
1F933_1F3FF	selfie: dark skin tone
1F934_1F3FB	prince: light skin tone
1F934_1F3FC	prince: medium-light skin tone
1F934_1F3FD	prince: medium skin tone
1F934_1F3FE	prince: medium-dark skin tone
1F934_1F3FF	prince: dark skin tone
1F935_200D_2640	woman in tuxedo
1F935_200D_2642	man in tuxedo
1F935_1F3FB	person in tuxedo: light skin tone
1F935_1F3FB_200D_2640	woman in tuxedo: light skin tone
1F935_1F3FB_200D_2642	man in tuxedo: light skin tone
1F935_1F3FC	person in tuxedo: medium-light skin tone
1F935_1F3FC_200D_2640	woman in tuxedo: medium-light skin tone
1F935_1F3FC_200D_2642	man in tuxedo: medium-light skin tone
1F935_1F3FD	person in tuxedo: medium skin tone
1F935_1F3FD_200D_2640	woman in tuxedo: medium skin tone
1F935_1F3FD_200D_2642	man in tuxedo: medium skin tone
1F935_1F3FE	person in tuxedo: medium-dark skin tone
1F935_1F3FE_200D_2640	woman in tuxedo: medium-dark skin tone
1F935_1F3FE_200D_2642	man in tuxedo: medium-dark skin tone
1F935_1F3FF	person in tuxedo: dark skin tone
1F935_1F3FF_200D_2640	woman in tuxedo: dark skin tone
1F935_1F3FF_200D_2642	man in tuxedo: dark skin tone
1F936_1F3FB	Mrs. Claus: light skin tone
1F936_1F3FC	Mrs. Claus: medium-light skin tone
1F936_1F3FD	Mrs. Claus: medium skin tone
1F936_1F3FE	Mrs. Claus: medium-dark skin tone
1F936_1F3FF	Mrs. Claus: dark skin tone
1F937_200D_2640	woman shrugging
1F937_200D_2642	man shrugging
